0.0073774145	0.032263346	0.07245774	0.03695883	0.003632535	0.016101887	0.039877824	0.03200081	0.09316967	-0.011297226	0.034096975	-0.0097488165	-0.07187999	-0.020458674	-0.041717723	0.04549847
0.08789514	0.015217008	0.028815294	0.05550362	-0.08356817	-0.08267745	0.010087205	0.012676593	0.106737114	-0.010159499	-0.012947943	0.02812448	0.019558419	-0.019312998	0.031315137	0.061662104
-0.13637978	0.04405674	0.13223149	0.13008666	-0.097134486	-0.09465047	-0.051109146	0.14153518	0.24299532	-0.11481611	0.063392945	0.024890548	-0.118207015	-0.17241883	0.041787177	0.22283663
-0.046010446	-0.41484416	-0.4211781	-0.3377131	0.3732373	0.43337497	0.4035476	-0.3983295	-0.43708575	0.4278097	-0.27324077	-0.34387985	-0.449303	0.45703122	-0.41406304	-0.4200946
-0.24902333	-0.1131325	-0.023832845	0.05014985	0.07299804	0.0043026945	0.027634267	-0.019365348	0.030860426	0.0010935479	-0.0234853	0.03574192	-0.21515404	0.008096899	-0.03806103	0.048944738
-0.2765831	-0.088481314	-0.008897361	0.019744147	0.033946324	0.055931978	0.018946659	0.02325537	-0.021052515	-0.049979974	0.027558926	0.031965476	-0.07866655	0.046533067	-0.014240938	-0.034331005
-0.39891082	-0.42438602	-0.29901248	-0.32959124	0.36968496	0.3640696	0.33158275	-0.34024662	-0.24770533	0.3362624	-0.2096333	-0.19651844	-0.43088433	0.34067166	-0.3521963	-0.29577744
-0.06955917	0.010445769	0.015000995	-0.07575687	0.04546266	0.0060983165	0.019094566	-0.0908961	-0.018063456	0.041701064	0.004796686	0.031517316	-0.0013744724	0.038337763	0.020228382	-0.011375409
-0.08201107	-0.4003873	-0.37761116	-0.33333382	0.31568453	0.4333513	0.42726448	-0.38929415	-0.3790039	0.36405665	-0.23333006	-0.30983675	-0.41240498	0.3990937	-0.436339	-0.4259317
-0.19038808	-0.05399051	-0.013915744	-0.01044494	0.0039328723	0.04596724	-0.038467504	-0.013940862	-0.015122773	0.004902404	0.06041776	0.07214706	-0.050801083	0.008268904	0.021871962	-0.008568487
-0.019910812	-0.41414124	-0.3939733	-0.52332485	0.38913792	0.36974564	0.32011706	-0.37973067	-0.44874695	0.46603963	-0.28619283	-0.2602701	-0.30083272	0.46104988	-0.31014115	-0.45058888
0.31706354	0.22126581	0.033008747	0.089843415	-0.13450426	-0.1360405	-0.023559999	0.095853575	0.13590407	-0.13257384	-0.067166895	-0.072631836	0.14696299	-0.12780945	0.0031156475	0.18085925
0.5482774	-0.097546734	-0.405788	-0.23193254	0.11244209	0.3386326	0.373609	-0.3355221	-0.24859463	0.38620418	-0.46504006	-0.514081	-0.30715358	0.26302928	-0.44898593	-0.30749863
-0.16876249	0.27163327	0.30661085	0.2898684	-0.2608916	-0.23547927	-0.27566308	0.23106788	0.3339993	-0.34460774	0.17797261	0.1919523	0.15958415	-0.3078051	0.23366177	0.32270917
0.10366747	-0.04174886	-0.06033119	-0.006886536	0.003977621	-0.011942782	0.040735416	-0.024914809	0.020562058	0.026076239	-0.008857823	-0.03042656	-0.02415612	-0.004739023	-0.011940968	0.017031003
-0.3753456	-0.14176036	-0.03667962	-0.037990343	0.096232444	0.12258249	0.08056711	-0.043353744	0.039689302	-0.05594468	0.033841427	0.04217305	-0.24351484	0.06976922	-0.060771342	0.018482273
0.1832303	0.00464638	-0.0063821683	-0.0063625337	-0.056759473	-0.01323173	0.00093250256	-0.006432891	-0.015518962	-0.00921492	-0.0044341874	-0.04303344	-0.007386034	-0.03242216	-0.03533587	-0.015795862
0.008087512	-0.2164998	-0.08097449	-0.13201442	0.10644292	0.10058404	0.14196008	-0.09281012	-0.17403588	0.145501	-0.014218302	-0.05872476	-0.19668528	0.14128411	-0.08725894	-0.066410154
0.1319357	0.15363108	0.09365659	0.027392253	-0.05321855	-0.14525507	-0.085706905	0.08798484	0.048832342	-0.03893187	0.09050143	0.14332436	0.2541898	-0.024027241	0.082620084	0.04422606
-0.3913113	-0.3440345	-0.16826212	-0.18770163	0.196598	0.19522034	0.25711325	-0.18926731	-0.18385711	0.20913443	-0.17962979	-0.21009147	-0.34286234	0.22499947	-0.22793701	-0.124198
0.07655264	-0.14072572	-0.12134117	-0.08778011	0.15606861	0.0968912	0.0785381	-0.10014029	-0.12825745	0.11221063	-0.08085729	-0.100500554	-0.13772656	0.0915996	-0.11829014	-0.099526025
-0.10634107	0.05825407	0.07944245	0.008365037	-0.009662625	-0.027286801	-0.047191404	0.056865953	0.0013151597	-0.0043975245	0.094700284	0.088110305	0.0903419	-0.07235814	0.10297333	-0.02815404
-0.14571539	0.101571426	0.1065225	0.043590453	-0.05202139	-0.07832327	-0.00850804	0.044734288	0.0960942	-0.075861774	0.022154937	0.09177094	0.024887705	-0.119450696	0.073519476	0.07566555
-0.09044314	0.017106563	0.09119954	0.030946253	-0.009575924	-0.073916435	-0.10837781	0.04205304	0.07210929	-0.11002839	0.11573729	0.10074824	0.0003278548	-0.0098369615	0.07731221	0.0372683
0.4219818	0.08964442	-0.17692581	0.047023095	-0.04495262	0.087263055	0.14008678	-0.12566553	-0.022565493	0.11994899	-0.25867417	-0.2917427	-0.08798233	-0.0049290108	-0.2008162	0.0010219538
0.22412401	-0.21499744	-0.43632913	-0.05322899	0.21360241	0.3514019	0.41539848	-0.23966253	-0.0926613	0.21217202	-0.53741306	-0.5213756	-0.5734879	0.2113562	-0.5017531	-0.108354285
0.0045675845	-0.03403931	0.023534419	-0.004110298	0.053768337	-0.034159064	0.033819333	-0.021940954	0.028159376	0.023809694	-0.0032441625	0.030798426	-0.03556304	-0.0024740768	-0.049173422	0.0063369754
-0.24423948	-0.092737705	0.07451973	-0.06522181	0.11106361	-0.06263578	-0.10982841	0.0052227452	-0.03185416	-0.0152888335	0.28194845	0.27412054	0.110875055	-0.0098628	0.103312634	-0.03100541
-0.27625006	0.10741012	0.15354626	0.028247068	-0.015618161	-0.087924555	-0.14211188	0.0473347	0.106306784	-0.07587528	0.18380262	0.19282788	0.117795475	-0.07519021	0.0810196	0.038505517
0.099468246	-0.34776372	-0.31168312	-0.27020288	0.28092405	0.33878875	0.39535668	-0.3633918	-0.25404173	0.32332757	-0.26309094	-0.29691538	-0.3101938	0.2886758	-0.34524325	-0.2706631
0.24781498	-0.26912943	-0.45124033	-0.2777083	0.25450954	0.38028237	0.44144088	-0.32982492	-0.36635435	0.40104166	-0.44777507	-0.43879408	-0.38582236	0.37779155	-0.43076214	-0.38817024
0.4186382	0.09108307	-0.2011794	-0.023846075	-0.055670314	0.050202735	0.16553767	-0.1351768	-0.05613333	0.12569164	-0.31016022	-0.31168824	-0.06071197	0.017053824	-0.20458981	-0.063789025
-0.0634872	-0.24482863	-0.16146168	-0.1371172	0.1963962	0.22748707	0.19262138	-0.16455413	-0.11551973	0.1529813	-0.17520507	-0.18054435	-0.29436046	0.2014346	-0.19092838	-0.15167238
0.33517674	0.21305491	0.070014305	0.09925888	-0.102250665	-0.13196129	-0.14086875	0.0973038	0.045879763	-0.0756982	0.09405134	0.040500157	0.22208072	-0.1159106	0.13989682	0.06906729
-0.33372816	0.053052768	0.22039957	0.10161181	-0.03990219	-0.16997768	-0.18366992	0.1522447	0.16842996	-0.16275765	0.35704577	0.3207599	0.070583954	-0.10602596	0.20068882	0.11687994
0.5256592	0.043377064	-0.13664933	-0.19034281	0.044922635	0.1392364	0.12560207	-0.1796733	-0.24579099	0.2760293	-0.19985613	-0.18154581	0.07648323	0.113100834	-0.10543605	-0.21199183
0.4300697	0.053618222	-0.17813732	-0.11175455	0.007394982	0.12084057	0.14517954	-0.14330667	-0.07039646	0.19461885	-0.23527278	-0.28062052	-0.076199524	0.121818356	-0.17986411	-0.118377715
0.24739125	0.12581243	0.050376676	0.07658827	-0.13395557	-0.068505146	-0.07837833	0.07030547	0.07302948	-0.07661918	-0.06950139	-0.07098047	0.105205216	-0.049982723	0.044124626	0.07053143
-0.34176886	-0.13799952	0.093981475	0.032024357	-0.0077342708	-0.07490519	-0.11578103	0.074538216	0.10001138	-0.15238918	0.13902292	0.16565777	-0.052935183	-0.011358289	0.09172824	0.066880636
-0.22157003	-0.01662271	0.012330881	0.048923016	-0.010444022	-0.064996645	-0.04655195	0.03063136	0.102495044	-0.1273323	0.119367935	0.08397668	-0.09031544	-0.09728573	0.017311988	0.050857704
-0.32731023	-0.14899775	0.054658495	-0.016342727	0.032076	-0.03293409	0.028104804	0.059466586	0.017722698	-0.08783652	0.10755724	0.11771802	-0.10873323	0.033916805	-0.020817688	0.06409236
-0.5549696	-0.13815896	0.1250846	0.018218834	-0.017570445	-0.043172486	-0.11744419	0.08533673	0.1082562	-0.12521395	0.22018269	0.20219634	-0.047036696	-0.0877531	0.107316494	0.12252043
0.46442658	0.2993363	0.04528932	0.20461948	-0.30204728	-0.16065393	-0.06795984	0.13723296	0.1860309	-0.122629315	-0.13332097	-0.0862905	0.14884531	-0.21283579	0.035053324	0.2242794
0.20474294	0.4277494	0.27686322	0.29193044	-0.3708927	-0.31236902	-0.30359355	0.29722255	0.26585758	-0.27118486	0.13991202	0.2203494	0.4316703	-0.27842784	0.23101804	0.3390256
0.307752	0.0490759	-0.065683864	0.058506917	-0.09851973	-0.005717616	0.002552575	0.0046506114	0.0051002377	0.0093939295	-0.10714669	-0.10948369	-0.10116653	0.016246278	-0.09520241	0.06421434
0.08151327	-0.22765851	-0.41707414	-0.21790709	0.20463875	0.31042302	0.38024276	-0.3299865	-0.22747943	0.30586722	-0.4850841	-0.517784	-0.4387276	0.33794522	-0.48020324	-0.28747728
0.14281932	-0.05639246	-0.06718781	-0.09621361	0.10272762	0.05361569	0.12114487	-0.061621416	-0.054905534	0.14543244	-0.07377241	-0.02782935	-0.07268841	0.11699046	-0.05403368	-0.06696416
